CODE;NAME;PLATFORM;YEAR;GENRE;PUBLISHER
4079;Battlefield: Hardline;PS3;2015;Shooter;Electronic Arts
4082;F.E.A.R. 2: Project Origin;PS3;2009;Shooter;Warner Bros. Interactive Entertainment
4084;Scene It? Lights Camera Action;X360;2007;Misc;Microsoft Game Studios
4087;Shrek the Third;PS2;2007;Action;Activision
4096;NFL Street 2;XB;2004;Sports;Electronic Arts
4100;You're in the Movies;X360;2008;Misc;Microsoft Game Studios
4101;Dark Sector;X360;2008;Shooter;D3Publisher
4102;James Bond 007: Blood Stone;X360;2010;Shooter;Activision
4103;Jeopardy!;PS2;2003;Misc;Atari
4104;Destroy All Humans! 2;PS2;2006;Action;THQ
4107;Tiger Woods PGA Tour 07;X360;2006;Sports;Electronic Arts
4112;Crash: Mind Over Mutant;X360;2008;Platform;Vivendi Games
4114;Secret Weapons Over Normandy;PS2;2003;Simulation;LucasArts
4118;NCAA Football 09;PS2;2008;Sports;Electronic Arts
4119;Bratz: The Movie;PS2;2007;Simulation;THQ
4123;Two Worlds II;PS3;2011;Role-Playing;Unknown
4125;Theme Park Roller Coaster;PS2;2000;Strategy;Electronic Arts
4128;Viva Pinata: Trouble in Paradise;X360;2008;Simulation;Microsoft Game Studios
4134;Dynasty Warriors Gundam;PS3;2007;Action;Tecmo Koei
4137;Fable;X360;2014;Role-Playing;Microsoft Game Studios
4138;Tiger Woods PGA Tour 06;XB;2005;Sports;Electronic Arts
4139;FIFA World Cup Germany 2006;X360;2006;Sports;Electronic Arts
4140;Up;PS2;2009;Action;THQ
4144;World of Outlaws: Sprint Cars 2002;PS2;2002;Racing;Ignition Entertainment
4148;Fantavision;PS2;2000;Puzzle;Sony Computer Entertainment
4154;Dark Sector;PS3;2008;Shooter;D3Publisher
4155;Unreal Tournament III;X360;2008;Shooter;Midway Games
4156;X-Men: Next Dimension;PS2;2002;Fighting;Activision
4157;Street Fighter X Tekken;X360;2012;Fighting;Capcom
4158;The Godfather (JP sales);PS2;2006;Action;Electronic Arts
4161;Dragon Age Origins: Awakening;X360;2010;Role-Playing;Electronic Arts
4165;Naruto Shippuden: Ultimate Ninja Storm Revolution;PS3;2014;Fighting;Namco Bandai Games
4166;Deadpool;PS3;2013;Action;Activision
4168;ICO;PS2;2001;Action;Sony Computer Entertainment
4169;Silent Hill: Downpour;PS3;2012;Action;Konami Digital Entertainment
4170;2014 FIFA World Cup Brazil;X360;2014;Sports;Electronic Arts
4173;Victorious Boxers: Ippo's Road to Glory;PS2;2000;Fighting;Empire Interactive
4177;Valkyrie Profile 2: Silmeria;PS2;2006;Role-Playing;Square Enix
4178;Hot Wheels Velocity X;PS2;2002;Racing;THQ
4179;Shadowrun;X360;2007;Role-Playing;Microsoft Game Studios
4186;Disney Infinity 3.0;PS3;2015;Action;Disney Interactive Studios
4187;L.A. Rush;PS2;2005;Racing;Midway Games
4195;Dead or Alive 4;X360;2005;Fighting;Tecmo Koei
4197;Rise of Nightmares;X360;2011;Action;Sega
4199;NBA Ballers: Phenom;PS2;2006;Sports;Midway Games
4200;Need for Speed Carbon;XB;2006;Racing;Electronic Arts
4202;NHL 16;XOne;2015;Sports;Electronic Arts
4206;Major League Baseball 2K13;X360;2013;Sports;Take-Two Interactive
4208;World Soccer Winning Eleven 8: Liveware Evolution;PS2;2005;Sports;Konami Digital Entertainment
4210;Cars: Race-O-Rama;PS2;2009;Racing;THQ
4211;Downhill Domination;PS2;2003;Racing;Codemasters
4212;NHL 15;X360;2014;Sports;Electronic Arts
4214;World Series of Poker;PS2;2005;Misc;Activision
4219;MX vs. ATV: Alive;PS3;2011;Racing;THQ
4222;Godzilla: Save the Earth;PS2;2004;Fighting;Atari
4226;Mat Hoffman's Pro BMX 2;PS2;2002;Sports;Activision
4227;Metal Gear Solid: The Essential Collection;PS2;2007;Adventure;Konami Digital Entertainment
4230;MX vs. ATV Untamed;PS3;2007;Racing;THQ
4232;Destroy All Humans!;XB;2005;Shooter;THQ
4238;F.E.A.R. 3;PS3;2011;Shooter;Warner Bros. Interactive Entertainment
4240;Rygar: The Legendary Adventure;PS2;2002;Action;Wanadoo
4243;Kessen II;PS2;2001;Strategy;THQ
4247;Warhammer 40,000: Space Marine;PS3;2011;Shooter;THQ
4253;SingStar Amped;PS2;2007;Misc;Sony Computer Entertainment
4254;Brothers In Arms: Earned in Blood;PS2;2005;Shooter;Ubisoft
4257;Dragon Ball Z: Sagas;PS2;2005;Fighting;Atari
4259;The Legend of Spyro: Dawn of the Dragon;PS3;2008;Platform;Vivendi Games
4265;Deadpool;X360;2013;Action;Activision
4266;Brothers In Arms: Road to Hill 30;PS2;2005;Shooter;Ubisoft
4267;Virtua Tennis 4;PS3;2011;Sports;Sega
4268;EA Sports UFC;XOne;2014;Sports;Electronic Arts
4270;The Mark of Kri;PS2;2002;Action;Sony Computer Entertainment
4271;Jampack Winter 2003 (RP-M);PS2;2003;Misc;Sony Computer Entertainment
4274;Star Wars The Clone Wars: Republic Heroes;PS3;2009;Action;LucasArts
4275;Farming Simulator 2015;PS3;2015;Simulation;Koch Media
4279;Mad Max (2015);XOne;2015;Action;Warner Bros. Interactive Entertainment
4281;Jak and Daxter: The Lost Frontier;PS2;2009;Platform;Sony Computer Entertainment
4282;Momotarou Dentetsu 11;PS2;2002;Misc;Hudson Soft
4283;Command & Conquer: Red Alert 3;X360;2008;Strategy;Electronic Arts
4285;Skylanders: SuperChargers;X360;2015;Action;Activision
4286;The Golden Compass;X360;2007;Action;Sega
4291;Delta Force: Black Hawk Down;PS2;2005;Shooter;NovaLogic
4293;NBA Live 07;X360;2006;Sports;Electronic Arts
4294;Vin Diesel: Wheelman;X360;2009;Racing;Ubisoft
4296;.hack//Outbreak Part 3;PS2;2002;Role-Playing;Atari
4297;Rayman Legends;X360;2013;Platform;Ubisoft
4299;Hyperdimension Neptunia;PS3;2010;Role-Playing;Tecmo Koei
4302;Harry Potter and the Deathly Hallows - Part 1;X360;2010;Action;Electronic Arts
4303;Top Spin;XB;2003;Sports;Microsoft Game Studios
4307;Red Faction: Armageddon;PS3;2011;Shooter;THQ
4308;DanceStar Party;PS3;2011;Misc;Sony Computer Entertainment
4310;Tales of Vesperia;PS3;2009;Role-Playing;Namco Bandai Games
4311;Thief (2014);XOne;2014;Action;Square Enix
4319;The Walking Dead: Season One;PS4;2014;Adventure;Telltale Games
4320;Jikkyou Powerful Pro Yakyuu 12;PS2;2005;Sports;Konami Digital Entertainment
4323;NASCAR 2005: Chase for the Cup;XB;2004;Racing;Electronic Arts
4328;The Powerpuff Girls: Relish Rampage;PS2;2002;Action;BAM! Entertainment
4334;NFL Head Coach;PS2;2006;Sports;Electronic Arts
4337;Major League Baseball 2K11;X360;2011;Sports;Take-Two Interactive
4338;Enemy Territory: Quake Wars;X360;2008;Shooter;Activision
4341;Area 51;PS2;2005;Shooter;Midway Games
4343;Sega Rally Revo;X360;2007;Racing;Sega
4344;NHL 2005;PS2;2004;Sports;Electronic Arts
4345;TNA iMPACT!;X360;2008;Fighting;Midway Games
4346;Star Wars Jedi Knight: Jedi Academy;XB;2003;Shooter;Activision
4349;Spider-Man: Shattered Dimensions;PS3;2010;Action;Activision
4350;F.E.A.R. 3;X360;2011;Shooter;Warner Bros. Interactive Entertainment
4352;Plants vs. Zombies: Garden Warfare 2;PS4;2016;Shooter;Electronic Arts
4354;Pro Evolution Soccer 2016;PS3;2015;Sports;Konami Digital Entertainment
4359;SingStar Queen;PS3;2009;Misc;Sony Computer Entertainment
4362;World Soccer Winning Eleven 5 Final Evolution;PS2;2001;Sports;Konami Digital Entertainment
4363;One Piece: Pirate Warriors 3;PS4;2015;Action;Namco Bandai Games
4364;Sphinx and the Cursed Mummy;PS2;2003;Action;THQ
4368;Eternal Sonata;PS3;2008;Role-Playing;Atari
4374;Shin Megami Tensei: Persona 3;PS2;2006;Role-Playing;Tecmo Koei
4377;Naruto Shippuden: Ultimate Ninja Storm Generations;X360;2012;Fighting;Namco Bandai Games
4379;Viking: Battle for Asgard;X360;2008;Action;Sega
4383;SingStar Take That;PS2;2009;Misc;Sony Computer Entertainment
4386;Disney Sing It! High School Musical 3: Senior Year;PS2;2008;Misc;Disney Interactive Studios
4387;NBA Live 10;X360;2009;Sports;Electronic Arts
4388;Samurai Warriors: Xtreme Legends;PS2;2004;Action;Tecmo Koei
4389;Tony Hawk's Proving Ground;PS3;2007;Sports;Activision
4391;WWE WrestleMania 21;XB;2005;Fighting;THQ
4392;Brunswick Pro Bowling;X360;2010;Sports;505 Games
4398;ATV Quad Power Racing 2;XB;2003;Racing;Acclaim Entertainment
4400;Sled Storm;PS2;2002;Racing;Electronic Arts
4405;Scooby-Doo! Mystery Mayhem;PS2;2004;Action;THQ
4410;Just Dance 2014;XOne;2013;Misc;Ubisoft
4411;Yu-Gi-Oh! Capsule Monster Coliseum;PS2;2004;Misc;Konami Digital Entertainment
4412;Payday 2;PS3;2013;Shooter;505 Games
4413;Major League Baseball 2K6;PS2;2006;Sports;Spike
4414;Jampack Volume 13 (RP-M);PS2;2005;Misc;Sony Computer Entertainment
4415;World Soccer Winning Eleven 9;XB;2005;Sports;Konami Digital Entertainment
4417;Teenage Mutant Ninja Turtles 2: Battle Nexus;PS2;2004;Action;Konami Digital Entertainment
4418;SpongeBob SquarePants: Lights, Camera, Pants!;PS2;2005;Misc;THQ
4419;Disney Infinity 3.0;X360;2015;Action;Disney Interactive Studios
4421;The Thing;PS2;2002;Adventure;Vivendi Games
4423;Van Helsing;PS2;2004;Action;Activision
4424;X-Men Legends II: Rise of Apocalypse;XB;2005;Role-Playing;Activision
4426;Transformers: Fall of Cybertron;X360;2012;Action;Activision
4427;Metro: Last Light;PS3;2013;Action;Deep Silver
4429;Spawn: Armageddon;PS2;2003;Action;Electronic Arts
4430;The Godfather (US sales);XB;2006;Action;Electronic Arts
4431;DmC: Devil May Cry;X360;2013;Action;Capcom
4432;Plants vs. Zombies: Garden Warfare 2;XOne;2016;Shooter;Electronic Arts
4434;Tiger Woods PGA Tour 2003;XB;2002;Sports;Electronic Arts
4435;Battlefield 2: Modern Combat;PS2;2005;Shooter;Electronic Arts
4438;50 Cent: Bulletproof;XB;2005;Action;Vivendi Games
4441;Need for Speed: Shift 2 Unleashed;X360;2011;Racing;Electronic Arts
4443;Ninja Gaiden 3;PS3;2012;Action;Tecmo Koei
4444;Child of Eden;X360;2011;Shooter;Ubisoft
4445;LEGO Star Wars II: The Original Trilogy;XB;2006;Action;LucasArts
4448;The Darkness;X360;2007;Shooter;Take-Two Interactive
4449;Gundam SEED: Federation vs. Z.A.F.T.;PS2;2005;Shooter;Namco Bandai Games
4457;Naughty Bear;PS3;2010;Action;505 Games
4459;Super Robot Taisen OG: Original Generations;PS2;2007;Strategy;Banpresto
4464;MX Unleashed;XB;2004;Racing;THQ
4465;Jikkyou Powerful Pro Yakyuu 9;PS2;2002;Sports;Konami Digital Entertainment
4472;Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri;PS2;2003;Misc;Namco Bandai Games
4475;Just Dance 4;PS3;2012;Misc;Ubisoft
4478;Devil May Cry HD Collection;X360;2012;Action;Capcom
4481;Naruto: Ultimate Ninja 3;PS2;2005;Fighting;Atari
4482;SingStar Motown;PS2;2009;Misc;Sony Computer Entertainment
4485;Mobile Suit Gundam: One Year War;PS2;2005;Action;Namco Bandai Games
4487;NFL Blitz 20-03;PS2;2002;Sports;Midway Games
4489;SpongeBob's Atlantis SquarePantis;PS2;2007;Action;THQ
4492;Star Wars: Jedi Starfighter;XB;2002;Simulation;Activision
4495;Alpha Protocol;PS3;2010;Role-Playing;Sega
4498;Primal;PS2;2003;Action;Sony Computer Entertainment
4501;007: Quantum of Solace;PS2;2008;Action;Activision
4503;SSX Tricky;XB;2001;Sports;Electronic Arts
4506;The Chronicles of Narnia: The Lion, The Witch and The Wardrobe;PS2;2005;Action;Disney Interactive Studios
4507;Trials Fusion;PS4;2014;Racing;Ubisoft
4510;NCAA Football 2004;XB;2003;Sports;Electronic Arts
4512;Rock Band 4;XOne;2015;Misc;Harmonix Music Systems
4514;Bionicle;PS2;2003;Action;Electronic Arts
4517;Sleeping Dogs;PS4;2014;Action;Square Enix
4518;TimeSplitters;PS2;2000;Shooter;Eidos Interactive
4520;InuYasha: The Secret of the Cursed Mask;PS2;2004;Role-Playing;Namco Bandai Games
4526;Atelier Totori: The Adventurer of Arland;PS3;2010;Role-Playing;Nippon Ichi Software
4527;Spec Ops: The Line;X360;2012;Shooter;Take-Two Interactive
4529;Ghostbusters: The Video Game;PS2;2009;Action;Atari
4530;Hunter: The Reckoning  Wayward;PS2;2003;Action;Interplay
4532;Command & Conquer 3: Tiberium Wars;X360;2007;Strategy;Electronic Arts
4539;EyeToy: AntiGrav;PS2;2004;Sports;Sony Computer Entertainment
4541;EverQuest Online Adventures;PS2;2003;Role-Playing;Sony Online Entertainment
4544;Mobile Suit Gundam: Zeonic Front;PS2;2001;Simulation;Namco Bandai Games
4545;Zone of the Enders HD Collection;PS3;2012;Simulation;Konami Digital Entertainment
4546;Def Jam Icon;PS3;2007;Action;Electronic Arts
4548;Monopoly;PS2;2008;Misc;Electronic Arts
4549;Dawn of Mana;PS2;2006;Role-Playing;Square Enix
4551;Lego Batman 3: Beyond Gotham;XOne;2014;Action;Warner Bros. Interactive Entertainment
4554;Disney Sing It;X360;2008;Misc;Disney Interactive Studios
4557;TRON: Evolution;PS3;2010;Action;Disney Interactive Studios
4558;Midway Arcade Treasures;XB;2003;Misc;Midway Games
4562;Bakugan: Battle Brawlers;PS2;2009;Action;Activision
4564;Skylanders: Trap Team;PS4;2014;Action;Activision
4565;SEGA Classics Collection;PS2;2005;Misc;Sega
4575;The Legend of Spyro: The Eternal Night;PS2;2007;Platform;Vivendi Games
4577;LEGO Rock Band;PS3;2009;Misc;Warner Bros. Interactive Entertainment
4578;25 to Life;PS2;2006;Shooter;Eidos Interactive
4579;NHL 2K6;PS2;2005;Sports;Take-Two Interactive
4581;The Sims;XB;2003;Simulation;Electronic Arts
4582;Guitar Hero: Smash Hits;X360;2009;Misc;Activision
4583;Dog's Life;PS2;2003;Adventure;Sony Computer Entertainment
4589;Top Spin 4;X360;2011;Sports;Take-Two Interactive
4595;All-Star Baseball 2004;PS2;2003;Sports;Acclaim Entertainment
4603;ESPN NHL 2K5;XB;2004;Sports;Global Star
4605;Hot Wheels World Race;PS2;2003;Racing;THQ
4606;Avatar: The Last Airbender - The Burning Earth;PS2;2007;Action;THQ
4607;Superman: Shadow of Apokolips;PS2;2002;Action;Atari
4609;American Chopper;PS2;2004;Racing;Zoo Digital Publishing
4610;Vanquish;X360;2010;Shooter;Sega
4619;Test Drive;XB;2002;Racing;Atari
4620;Jikkyou Powerful Pro Yakyuu 11;PS2;2004;Sports;Konami Digital Entertainment
4622;The Adventures of Jimmy Neutron Boy Genius: Jet Fusion;PS2;2003;Action;THQ
4629;Green Day: Rock Band;PS3;2010;Misc;MTV Games
4630;Wolfenstein: The Old Blood;PS4;2015;Action;Bethesda Softworks
4631;MLB 08: The Show;PS2;2008;Sports;Sony Computer Entertainment
4632;Disney Infinity 2.0: Marvel Super Heroes;XOne;2014;Action;Disney Interactive Studios
4633;Dance Dance Revolution Ultramix 2;XB;2004;Simulation;Konami Digital Entertainment
4635;Blazing Angels: Squadrons of WWII;X360;2006;Simulation;Ubisoft
4638;Cabela's Legendary Adventures;PS2;2008;Sports;Activision
4642;Thrillville: Off the Rails;PS2;2007;Strategy;LucasArts
4644;Condemned: Criminal Origins;X360;2005;Action;Sega
4647;BloodRayne;PS2;2002;Shooter;Universal Interactive
4649;Castlevania: Curse of Darkness;PS2;2005;Action;Konami Digital Entertainment
4650;Tom Clancy's HAWX 2;PS3;2010;Action;Ubisoft
4654;Black;XB;2006;Shooter;Electronic Arts
4656;Double Pack: Finding Nemo / The Incredibles;XB;2006;Action;THQ
4661;Harry Potter and the Deathly Hallows - Part 1;PS3;2010;Action;Electronic Arts
4663;WWE All Stars;PS3;2011;Fighting;THQ
4664;Lord of the Rings: The Third Age;XB;2004;Role-Playing;Electronic Arts
4666;Pirates of the Caribbean: At World's End;PS2;2007;Action;Disney Interactive Studios
4669;High Rollers Casino;PS2;2004;Misc;Mud Duck Productions
4671;The Suffering;PS2;2004;Action;Midway Games
4673;Katamari Forever;PS3;2009;Puzzle;Namco Bandai Games
4674;Star Wars Starfighter: Special Edition;XB;2001;Simulation;LucasArts
4675;TimeShift;X360;2007;Shooter;Vivendi Games
4676;NBA Jam;PS2;2003;Sports;Acclaim Entertainment
4677;Zone of the Enders: The 2nd Runner;PS2;2003;Simulation;Konami Digital Entertainment
4680;Jampack Spring 2004 (RP-T);PS2;2003;Misc;Sony Computer Entertainment
4682;NFL GameDay 2004;PS2;2003;Sports;Sony Computer Entertainment
4687;pro evolution soccer 2011;PS2;2010;Sports;Konami Digital Entertainment
4690;Crash of the Titans;PS2;2007;Action;Vivendi Games
4692;Cars: Mater-National Championship;PS3;2007;Racing;THQ
4693;MLB 10: The Show;PS2;2010;Sports;Sony Computer Entertainment
4695;Tom Clancy's Rainbow Six: Lockdown;XB;2005;Shooter;Ubisoft
4700;Destiny: The Taken King;PS3;2015;Shooter;Activision
4702;Mass Effect Trilogy;X360;2012;Action;Electronic Arts
4704;Wolfenstein: The New Order;X360;2014;Shooter;Bethesda Softworks
4706;Farming Simulator 2015;X360;2015;Simulation;Koch Media
4707;Jimmy Neutron: Boy Genius;PS2;2002;Platform;THQ
4710;BlazBlue: Continuum Shift;PS3;2010;Fighting;PQube
4711;X-Men: The Official Game;PS2;2006;Action;Activision
4714;Nicktoons: Unite!;PS2;2005;Adventure;THQ
4717;Mass Effect Trilogy;PS3;2012;Action;Electronic Arts
4722;Spider-Man: Web of Shadows;X360;2008;Action;Activision
4723;Boku no Natsuyasumi 2: Umi no Bouken Hen;PS2;2002;Adventure;Sony Computer Entertainment
4726;Fantastic Pets;X360;2011;Simulation;THQ
4732;UEFA Euro 2008 Austria-Switzerland;PS3;2008;Sports;Electronic Arts
4733;The Terminator: Dawn of Fate;PS2;2002;Action;Atari
4735;Rogue Galaxy: Director's Cut;PS2;2007;Role-Playing;Sony Computer Entertainment
4739;Green Day: Rock Band;X360;2010;Misc;MTV Games
4741;Transformers: Fall of Cybertron;PS3;2012;Action;Activision
4744;Monopoly Streets;PS3;2010;Misc;Electronic Arts
4745;Band Hero;PS2;2009;Misc;Activision
4748;Battlefield 2: Modern Combat;X360;2006;Shooter;Electronic Arts
4749;Armored Core 2: Another Age;PS2;2001;Simulation;Metro 3D
4750;Buzz! Junior: Jungle Party;PS2;2006;Misc;Sony Computer Entertainment
4753;NBA 2K11;PS2;2010;Action;Take-Two Interactive
4757;NBA 2K9;PS2;2008;Sports;Take-Two Interactive
4760;Naughty Bear;X360;2010;Action;505 Games
4762;TNA iMPACT!;PS3;2008;Fighting;Midway Games
4763;Just Dance Kids 2;X360;2011;Misc;Ubisoft
4766;Marvel: Ultimate Alliance 2;PS2;2009;Role-Playing;Activision
4768;Ed, Edd n Eddy: The Mis-Edventures;PS2;2005;Platform;Midway Games
4770;Disney's Tarzan Untamed;PS2;2001;Platform;Ubisoft
4771;Borderlands: The Handsome Collection;XOne;2015;Shooter;Take-Two Interactive
4772;The Gunstringer;X360;2011;Shooter;Microsoft Game Studios
4774;From Russia With Love;PS2;2005;Action;Electronic Arts
4776;Asura's Wrath;PS3;2012;Action;Capcom
4779;Minority Report: Everybody Runs;PS2;2002;Action;Activision
4783;Disney Sing It! High School Musical 3: Senior Year;PS3;2008;Misc;Disney Interactive Studios
4785;Beowulf: The Game;X360;2007;Action;Ubisoft
4789;Overlord;X360;2007;Strategy;Codemasters
4791;Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions);PS3;2007;Action;Activision
4792;Sega Superstars Tennis;PS3;2008;Sports;Sega
4795;Wall-E;PS3;2008;Platform;THQ
4797;NBA 2K10;PS2;2009;Sports;Take-Two Interactive
4798;Defender;PS2;2002;Misc;Midway Games
4802;Thief (2014);PS3;2014;Action;Square Enix
4804;Gauntlet: Seven Sorrows;PS2;2005;Role-Playing;Midway Games
4808;Warriors Orochi 2 (JP sales);PS2;2008;Action;Tecmo Koei
4810;The Chronicles of Narnia: Prince Caspian;PS2;2008;Action;Disney Interactive Studios
4816;Rocksmith 2014;XOne;2014;Misc;Ubisoft
4818;NHL 15;XOne;2014;Sports;Electronic Arts
4821;Cabela's Big Game Hunter 2010;PS3;2009;Sports;Activision Value
4822;EA Sports UFC 2;XOne;2016;Sports;Electronic Arts
4825;Iron Man 2;PS3;2010;Action;Sega
4826;The Legend of Spyro: Dawn of the Dragon;PS2;2008;Platform;Vivendi Games
4832;18 Wheeler: American Pro Trucker;PS2;2001;Racing;Acclaim Entertainment
4833;Atari Anthology;PS2;2004;Misc;Atari
4835;NBA Jam;X360;2010;Sports;Electronic Arts
4837;Hot Wheels: Beat That!;PS2;2007;Racing;Activision
4838;MLB 2006;PS2;2005;Sports;Sony Computer Entertainment
4839;Star Wars The Clone Wars: Republic Heroes;X360;2009;Action;LucasArts
4840;Brunswick Pro Bowling;PS2;2007;Sports;505 Games
4844;MX vs. ATV Unleashed;XB;2005;Racing;THQ
4852;Rapala Pro Bass Fishing 2010;X360;2010;Sports;Activision
4853;Legends of WrestleMania;X360;2009;Fighting;THQ
4855;Tomb Raider: Anniversary;X360;2007;Action;Eidos Interactive
4859;Condemned 2: Bloodshot;PS3;2008;Action;Sega
4862;NBA Live 2002;XB;2001;Sports;Electronic Arts
4864;Armored Core V;PS3;2012;Simulation;Namco Bandai Games
4865;I-Ninja;PS2;2003;Platform;Sony Computer Entertainment
4868;NBA Jam;PS3;2010;Sports;Electronic Arts
4870;SD Gundam G Generation Seed;PS2;2004;Strategy;Namco Bandai Games
4874;Rise of the Tomb Raider;X360;2015;Adventure;Square Enix
4875;Hitman: Blood Money;X360;2006;Action;Eidos Interactive
4877;Alpha Protocol;X360;2010;Role-Playing;Sega
4878;Suzuki TT Superbikes;PS2;2005;Racing;Jester Interactive
4879;Rumble Roses;PS2;2004;Fighting;Konami Digital Entertainment
4880;Just Dance 2014;PS3;2013;Misc;Ubisoft
4881;Fantastic Four: Rise of the Silver Surfer;PS2;2007;Action;Take-Two Interactive
4882;Ultimate Spider-Man;XB;2005;Action;Activision
4883;GRID 2;PS3;2013;Racing;Codemasters
4885;Juiced 2: Hot Import Nights;PS2;2007;Racing;THQ
4886;Skylanders: SuperChargers;PS3;2015;Action;Activision
4889;Dungeon Siege III;PS3;2011;Role-Playing;Square Enix
4890;Viking: Battle for Asgard;PS3;2008;Action;Sega
4897;Mobile Suit Gundam: Lost War Chronicles;PS2;2002;Shooter;Namco Bandai Games
4900;NBA Live 09;PS2;2008;Sports;Electronic Arts
4902;The House of The Dead III;XB;2002;Shooter;Sega
4908;The Darkness II;X360;2012;Shooter;Take-Two Interactive
4916;Just Dance 2014;PS4;2013;Misc;Ubisoft
4917;Metal Gear Solid: The Legacy Collection;PS3;2013;Adventure;Konami Digital Entertainment
4920;Red Faction: Armageddon;X360;2011;Shooter;THQ
4925;EA Sports Active 2;X360;2010;Sports;Electronic Arts
4929;SSX 3;XB;2003;Sports;Electronic Arts
4930;MLB 15: The Show;PS3;2015;Sports;Sony Computer Entertainment
4939;Jampack Winter 2003 (RP-T);PS2;2003;Misc;Sony Computer Entertainment
4941;Kengo: Master of Bushido;PS2;2000;Fighting;Ubisoft
4942;Blood Omen 2;PS2;2002;Action;Eidos Interactive
4947;Cabela's Dangerous Hunts 2;PS2;2005;Sports;Activision
4948;Marvel: Ultimate Alliance;PS3;2006;Role-Playing;Activision
4950;MotoGP 08;PS3;2008;Racing;Capcom
4952;Chessmaster;PS2;2003;Misc;Ubisoft
4953;Tiger Woods PGA Tour 14;PS3;2013;Sports;Electronic Arts
4955;Farming Simulator 2013;X360;2013;Simulation;Focus Home Interactive
4960;Ice Age 2: The Meltdown;PS2;2006;Platform;Vivendi Games
4961;MLB 14: The Show;PS3;2014;Sports;Sony Computer Entertainment America
4963;Auto Modellista;PS2;2002;Racing;Capcom
4964;Tom Clancy's Ghost Recon 2: Summit Strike;XB;2005;Shooter;Ubisoft
4967;Tiger Woods PGA Tour 08;PS2;2007;Sports;Electronic Arts
4968;Karaoke Revolution Presents American Idol Encore;PS2;2008;Misc;Konami Digital Entertainment
4972;Tomb Raider: Legend;X360;2006;Action;Eidos Interactive
4977;Saints Row IV;PS4;2015;Action;Deep Silver
4978;Evil Dead: Fistfull of Boomstick;PS2;2003;Action;THQ
4982;Virtua Tennis 2009;PS3;2009;Sports;Sega
4984;Shin Megami Tensei: Nocturne;PS2;2003;Role-Playing;Ghostlight
4990;ESPN College Hoops 2K5;XB;2004;Sports;Sega
4991;Looney Tunes: Acme Arsenal;PS2;2007;Action;Warner Bros. Interactive Entertainment
4994;SD Gundam G Generation Spirits;PS2;2007;Strategy;Namco Bandai Games
4996;Disney Sing It;PS3;2008;Misc;Disney Interactive Studios
4999;Get Fit with Mel B;PS3;2010;Sports;Black Bean Games
5002;NFL GameDay 2002;PS2;2001;Sports;Sony Computer Entertainment
5004;Destiny: The Taken King;X360;2015;Shooter;Activision
5006;Mobile Suit Gundam: Giren no Yabou Zeon Dokuritsu Sensouden;PS2;2002;Strategy;Namco Bandai Games
5008;Sega Superstars Tennis;PS2;2008;Sports;Sega
5009;Headhunter;PS2;2002;Action;Sega
5010;Skate;PS3;2007;Sports;Electronic Arts
5013;NCAA Football 08;PS3;2007;Sports;Electronic Arts
5015;NHL 15;PS3;2014;Sports;Electronic Arts
5017;Forza Horizon 3;XOne;2016;Racing;Microsoft Game Studios
5021;Bratz: Rock Angelz;PS2;2005;Misc;THQ
5022;FlatOut;PS2;2004;Racing;Empire Interactive
5025;NCAA Football 11;PS2;2010;Sports;Electronic Arts
5026;Tales of Zestiria;PS4;2015;Role-Playing;Namco Bandai Games
5029;Risk: Global Domination;PS2;2003;Strategy;Atari
5031;NBA 2K7;PS3;2006;Sports;Take-Two Interactive
5033;Grandia Xtreme;PS2;2002;Role-Playing;Enix Corporation
5034;Silent Scope;PS2;2000;Shooter;Konami Digital Entertainment
5037;Dora The Explorer: Dora Saves the Snow Princess;PS2;2008;Platform;Take-Two Interactive
5038;The Incredible Hulk;PS2;2008;Action;Sega
5039;Mercenaries 2: World in Flames;PS2;2008;Shooter;Electronic Arts
5041;EA Sports MMA;PS3;2010;Fighting;Electronic Arts
5047;Hunter: The Reckoning;XB;2002;Action;Interplay
5048;MX vs. ATV Untamed;PS2;2007;Racing;THQ
5058;FIFA 17;PS3;2016;Sports;Electronic Arts
5060;Just Dance 2015;PS4;2014;Misc;Ubisoft
5061;Madagascar: Escape 2 Africa;PS2;2008;Action;Activision
5069;EyeToy Play 2;PS2;2004;Misc;Sony Computer Entertainment
5070;Dance Dance Revolution Ultramix 3;XB;2005;Simulation;Konami Digital Entertainment
5071;Mobile Suit Gundam: Extreme VS Full Boost;PS3;2014;Fighting;Namco Bandai Games
5072;WWE SmackDown vs. Raw 2011;PS2;2010;Fighting;THQ
5079;The House of the Dead: Overkill - Extended Cut;PS3;2011;Shooter;Sega
5082;Quake 4;X360;2005;Shooter;Activision
5086;Super Dragon Ball Z;PS2;2006;Fighting;Atari
5089;Alien: Isolation;PS3;2014;Shooter;Sega
5091;SAW;PS3;2009;Action;Konami Digital Entertainment
5095;Trivial Pursuit;X360;2009;Misc;Electronic Arts
5096;Tiger Woods PGA Tour 09;PS2;2008;Sports;Electronic Arts
5098;Life is Strange;PS4;2016;Adventure;Square Enix
5099;Kingdom Under Fire: Circle of Doom;X360;2007;Role-Playing;Microsoft Game Studios
5100;NBA Inside Drive 2002;XB;2002;Sports;Microsoft Game Studios
